Tipo;Quebra1;Quebra2;Ficha;Dotação;Orçado Atualizado;Mês 1;Mês 2;Mês 3;Mês 4;Mês 5;Mês 6;Mês 7;Mês 8;Mês 9;Mês 10;Mês 11;Mês 12
Analitico;0;0;10-11105.0412204062.206.3.1.90.0100000000;11105.0412204062.206.3.1.90.0100000000;0;8455,5;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;489-11105.0412204062.206.3.1.90.0100;11105.0412204062.206.3.1.90.0100;0;11117,42;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;31-11105.1512204062.174.3.3.90.0100;11105.1512204062.174.3.3.90.0100;0;2000;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;31-11105.0412204062.174.3.3.90.0100000000;11105.0412204062.174.3.3.90.0100000000;0;120000;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;44-11103.0309204062.248.3.3.90.0100;11103.0309204062.248.3.3.90.0100;0;9000;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;126-11103.0309204062.174.3.3.90.0100;11103.0309204062.174.3.3.90.0100;0;2100;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;128-11103.0309204062.248.3.3.90.0100;11103.0309204062.248.3.3.90.0100;0;3500;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;166-11103.0309204062.174.3.3.90.0100;11103.0309204062.174.3.3.90.0100;0;27456,12;0;0;0;0;0;0;0;0;0;0;-23456,12
Analitico;0;0;225-11103.0309204062.174.3.3.90.0100000000;11103.0309204062.174.3.3.90.0100000000;0;8151,76;0;0;0;0;0;0;0;0;0;0;-8151,76
Analitico;0;0;261-11105.1512204062.174.3.3.90.0100;11105.1512204062.174.3.3.90.0100;0;1200;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;78-11105.1512204062.174.4.4.90.0100;11105.1512204062.174.4.4.90.0100;0;3973,5;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;264-11105.1545204022.147.4.4.90.0100;11105.1545204022.147.4.4.90.0100;0;7930;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;458-11111.0618102402.313.4.4.90.0124000054;11111.0618102402.313.4.4.90.0124000054;0;319379;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;469-11105.0412204062.174.4.4.90.0100000000;11105.0412204062.174.4.4.90.0100000000;0;2700;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;1-11101.0412204032.138.3.1.90.04.1500000000;11101.0412204032.138.3.1.90.04.1500000000;15032334,87;13662334,87;0;0;0;1200000;0;0;0;0;0;0;-1556008,99
Analitico;0;0;5-11103.0412204032.138.3.1.90.04.1500000000;11103.0412204032.138.3.1.90.04.1500000000;216652,8;216652,8;0;0;0;0;0;0;0;0;0;-825,21;-27801,19
Analitico;0;0;7-11104.0412204032.138.3.1.90.04.1500000000;11104.0412204032.138.3.1.90.04.1500000000;20594,4;20294,4;0;0;0;0;0;0;0;0;0;-804,54;1063,86
Analitico;0;0;9-11105.0412204032.138.3.1.90.04.1500000000;11105.0412204032.138.3.1.90.04.1500000000;105100,05;105100,05;0;0;0;0;0;0;0;0;0;0;-5995,19
Analitico;0;0;11-11108.0412204032.138.3.1.90.04.1500000000;11108.0412204032.138.3.1.90.04.1500000000;0;7661,2;0;0;0;0;0;0;0;0;0;0;-7661,2
Analitico;0;0;19-11108.0412204032.138.3.1.90.04.1500000000;11108.0412204032.138.3.1.90.04.1500000000;228480;20000;208000;0;0;0;0;0;0;0;0;0;-21759,1
Analitico;0;0;24-11109.0412204032.138.3.1.90.04.1500000000;11109.0412204032.138.3.1.90.04.1500000000;165984;165984;0;0;0;0;0;0;0;0;0;0;-50809,78
Analitico;0;0;63-11111.0412204032.138.3.1.90.04.1500000000;11111.0412204032.138.3.1.90.04.1500000000;1369190;1269190;0;0;0;0;0;0;0;0;0;0;23973,5
Analitico;0;0;2-11101.0412204032.138.3.1.90.11.1500000000;11101.0412204032.138.3.1.90.11.1500000000;15688443,44;16607742,06;0;0;0;1080000;0;0;0;-1999298,62;0;0;-1359620,81
Analitico;0;0;4-11102.0412204032.138.3.1.90.11.1500000000;11102.0412204032.138.3.1.90.11.1500000000;802511,48;700511,48;0;0;0;0;0;0;0;0;0;102000;-27653
Analitico;0;0;6-11103.0412204032.138.3.1.90.11.1500000000;11103.0412204032.138.3.1.90.11.1500000000;28717052,5;25830261,57;0;0;0;615395,99;2072971,37;0;0;0;0;-829448,7;103791,76
Analitico;0;0;8-11104.0412204032.138.3.1.90.11.1500000000;11104.0412204032.138.3.1.90.11.1500000000;14258323,78;12320510,93;0;0;0;-32587,15;0;0;0;0;0;1109059,12;133086,96
Analitico;0;0;15-11105.0412204032.138.3.1.90.11.1500000000;11105.0412204032.138.3.1.90.11.1500000000;928812,57;928812,57;0;-8133,09;0;0;0;0;2262,58;0;0;-9621,5;-666472,14
Analitico;0;0;16-11107.0412204032.138.3.1.90.11.1500000000;11107.0412204032.138.3.1.90.11.1500000000;591446,51;591446,51;0;0;0;0;0;0;0;0;0;-70,37;-107242,66
Analitico;0;0;21-11108.0412204032.138.3.1.90.11.1500000000;11108.0412204032.138.3.1.90.11.1500000000;1974245,7;210000;1474887,45;0;0;0;126000;0;0;0;0;0;-22312,64
Analitico;0;0;25-11109.0412204032.138.3.1.90.11.1500000000;11109.0412204032.138.3.1.90.11.1500000000;4268484,62;3698484,62;0;0;0;0;0;0;0;0;0;482668,15;-24023,88
Analitico;0;0;27-11111.0412204032.138.3.1.90.11.1500000000;11111.0412204032.138.3.1.90.11.1500000000;59240651,71;59238744,53;0;1907,18;0;0;0;-6000000;0;0;0;0;4508756,89
Analitico;0;0;88-11108.0412204032.138.3.1.90.11.0100000000;11108.0412204032.138.3.1.90.11.0100000000;0;112175,33;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;737-11111.0412204032.138.3.1.90.11.2500000000;11111.0412204032.138.3.1.90.11.2500000000;10300000;0;0;0;0;0;0;0;0;10300000;0;0;0
Analitico;0;0;652-11101.0412204062.206.3.1.90.92.0100000000;11101.0412204062.206.3.1.90.92.0100000000;0;49820,68;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;713-11111.0412204032.138.3.1.90.92.1500000000;11111.0412204032.138.3.1.90.92.1500000000;5919071,8;0;0;0;0;0;0;5868866,39;0;0;0;0;-153876,85
Analitico;0;0;798-11111.0412204032.138.3.1.90.92.1500000000;11111.0412204032.138.3.1.90.92.1500000000;0;8181,46;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;642-11109.0412204032.138.3.1.90.94.0100000000;11109.0412204032.138.3.1.90.94.0100000000;0;24500;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;649-11101.0412204032.138.3.1.90.94.1500000000;11101.0412204032.138.3.1.90.94.1500000000;60000;0;13000;0;40625;0;0;0;0;0;0;0;0
Analitico;0;0;702-11104.0412204032.138.3.1.90.94.1500000000;11104.0412204032.138.3.1.90.94.1500000000;32587,15;0;0;0;0;0;32587,15;0;0;0;0;0;0
Analitico;0;0;715-11111.0412204062.206.3.1.90.94.0100000000;11111.0412204062.206.3.1.90.94.0100000000;0;21984,01;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;3-11101.0412204032.138.3.1.90.96.1500000000;11101.0412204032.138.3.1.90.96.1500000000;322060,63;0;0;0;320000;0;0;0;0;0;0;0;0
Analitico;0;0;632-11101.0412204062.206.3.1.90.96.0100000000;11101.0412204062.206.3.1.90.96.0100000000;0;140634,83;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;65-11101.0442202292.033.3.3.50.41.1500000134;11101.0442202292.033.3.3.50.41.1500000134;53240266,75;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;80-11101.0412204032.141.3.3.50.41.1500000000;11101.0412204032.141.3.3.50.41.1500000000;168211;0;168211;-16821,1;0;0;0;0;0;0;0;0;0
Analitico;0;0;79-11101.0413004082.218.3.3.71.70.1500000000;11101.0413004082.218.3.3.71.70.1500000000;30000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;30-11111.0412204032.138.3.3.90.08.1500000000;11111.0412204032.138.3.3.90.08.1500000000;36000;36000;0;0;0;0;0;0;0;0;0;0;-20530
Analitico;0;0;68-11101.0412204032.141.3.3.90.14.1500000000;11101.0412204032.141.3.3.90.14.1500000000;250000;0;0;5740;0;0;2460;1860;4510;1460;5560;4480;0
Analitico;0;0;76-11103.0412204032.141.3.3.90.14.1500000000;11103.0412204032.141.3.3.90.14.1500000000;0;3050;0;0;0;0;0;0;0;0;0;0;-1200
Analitico;0;0;100-11102.0412204032.141.3.3.90.14.1500000000;11102.0412204032.141.3.3.90.14.1500000000;85000;0;12440;1560;10250;14380;0;0;12100;8200;10250;6560;0
Analitico;0;0;110-11103.0412204032.141.3.3.90.14.1500000000;11103.0412204032.141.3.3.90.14.1500000000;36000;0;0;0;1230;0;0;0;410;1340;19590;0;1230
Analitico;0;0;116-11108.0412204032.141.3.3.90.14.1500000000;11108.0412204032.141.3.3.90.14.1500000000;10000;0;0;0;0;3720;0;0;0;0;0;0;0
Analitico;0;0;126-11105.0412704032.011.3.3.90.14.1500000000;11105.0412704032.011.3.3.90.14.1500000000;20366,07;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;134-11104.0412204032.141.3.3.90.14.1500000000;11104.0412204032.141.3.3.90.14.1500000000;17910,89;0;0;0;0;2870;0;0;0;3280;0;3895;1025
Analitico;0;0;149-11109.0412204032.141.3.3.90.14.1500000000;11109.0412204032.141.3.3.90.14.1500000000;90000;0;0;0;0;7800;0;0;0;17745;0;0;0
Analitico;0;0;164-11107.0412204032.141.3.3.90.14.1500000000;11107.0412204032.141.3.3.90.14.1500000000;50000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;264-11111.0412204032.141.3.3.90.14.1500000000;11111.0412204032.141.3.3.90.14.1500000000;0;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;42-11103.0412204032.141.3.3.90.18.0100000000;11103.0412204032.141.3.3.90.18.0100000000;0;750;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;95-11103.0412204032.141.3.3.90.18.0100000000;11103.0412204032.141.3.3.90.18.0100000000;0;750;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;108-11103.0412204032.141.3.3.90.18.1500000000;11103.0412204032.141.3.3.90.18.1500000000;2843,38;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;36-11103.0309204062.174.3.3.90.30.0100000000;11103.0309204062.174.3.3.90.30.0100000000;0;1772,68;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;55-11103.0412204032.141.3.3.90.30.1500000000;11103.0412204032.141.3.3.90.30.1500000000;0;32052,76;0;0;0;0;0;0;0;0;0;0;-26228,61
Analitico;0;0;66-11102.0412204032.141.3.3.90.30.1500000000;11102.0412204032.141.3.3.90.30.1500000000;0;21883,78;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;69-11101.0412204032.141.3.3.90.30.1500000000;11101.0412204032.141.3.3.90.30.1500000000;400000;11485,5;0;0;0;8800;0;0;0;135756,44;0;33975;0
Analitico;0;0;71-11109.0412204062.174.3.3.90.30.0100000000;11109.0412204062.174.3.3.90.30.0100000000;0;4325,35;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;74-11105.0412204032.141.3.3.90.30.0100000000;11105.0412204032.141.3.3.90.30.0100000000;0;3905;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;82-11101.0424202122.028.3.3.90.30.1500000000;11101.0424202122.028.3.3.90.30.1500000000;20000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;84-11101.0433302002.002.3.3.90.30.1500000000;11101.0433302002.002.3.3.90.30.1500000000;25000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;86-11101.0433402002.001.3.3.90.30.1500000000;11101.0433402002.001.3.3.90.30.1500000000;0;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;89-11108.0412204032.141.3.3.90.30.0100000000;11108.0412204032.141.3.3.90.30.0100000000;0;7773,75;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;90-11101.0442202102.034.3.3.90.30.1500000000;11101.0442202102.034.3.3.90.30.1500000000;30000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;93-11101.0442202292.032.3.3.90.30.1500000000;11101.0442202292.032.3.3.90.30.1500000000;50000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;97-11102.0413104032.163.3.3.90.30.1500000000;11102.0413104032.163.3.3.90.30.1500000000;118698,93;0;0;0;0;67498;0;0;0;0;50290;0;0
Analitico;0;0;101-11102.0412204032.141.3.3.90.30.1500000000;11102.0412204032.141.3.3.90.30.1500000000;354263,39;31666,67;0;273328,83;25498;23769,89;0;0;0;0;0;0;-119613,93
Analitico;0;0;107-11103.0412204032.141.3.3.90.30.1500000000;11103.0412204032.141.3.3.90.30.1500000000;120000;5000;0;40000;0;0;0;0;0;0;12013,6;0;51067
Analitico;0;0;109-11111.0412204032.141.3.3.90.30.0100000000;11111.0412204032.141.3.3.90.30.0100000000;0;5314,95;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;112-11111.0618102262.056.3.3.90.30.0100000000;11111.0618102262.056.3.3.90.30.0100000000;0;134,21;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;117-11108.0412204032.141.3.3.90.30.1500000000;11108.0412204032.141.3.3.90.30.1500000000;120000;0;0;0;0;0;0;0;0;23137;17600;0;-1,85
Analitico;0;0;122-11101.0412204032.141.3.3.90.30.0100000000;11101.0412204032.141.3.3.90.30.0100000000;0;19015,5;0;0;0;0;0;0;0;0;0;-19015,5;0
Analitico;0;0;123-11105.0412204032.141.3.3.90.30.1500000000;11105.0412204032.141.3.3.90.30.1500000000;100000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;126-11104.0412204032.141.3.3.90.30.1500000000;11104.0412204032.141.3.3.90.30.1500000000;0;1344,2;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;135-11107.0412204032.141.3.3.90.30.1500000000;11107.0412204032.141.3.3.90.30.1500000000;50000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;136-11104.0412204032.141.3.3.90.30.1500000000;11104.0412204032.141.3.3.90.30.1500000000;64973;0;7217,5;4000;12895,46;2391,3;6188;-978,34;-1106;6000;0;0;-5844,35
Analitico;0;0;142-11109.0412204032.141.3.3.90.30.1500000000;11109.0412204032.141.3.3.90.30.1500000000;0;22404,48;0;0;0;0;0;0;0;0;0;-21994,31;0
Analitico;0;0;154-11109.0412204032.141.3.3.90.30.1500000000;11109.0412204032.141.3.3.90.30.1500000000;91800;0;8641,61;0;0;0;0;0;0;13671,06;3078,24;0;-203,7
Analitico;0;0;156-11109.0412204032.141.3.3.90.30.0100000000;11109.0412204032.141.3.3.90.30.0100000000;0;57558,14;0;0;0;0;0;0;0;0;0;0;-53348,04
Analitico;0;0;188-11111.0412204032.141.3.3.90.30.1500000000;11111.0412204032.141.3.3.90.30.1500000000;0;3,04;0;0;0;0;0;0;0;0;0;0;-3,04
Analitico;0;0;196-11111.0618202262.057.3.3.90.30.1500000000;11111.0618202262.057.3.3.90.30.1500000000;0;64500;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;198-11108.0412204032.141.3.3.90.30.0100000000;11108.0412204032.141.3.3.90.30.0100000000;0;20000;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;210-11111.0618102262.056.3.3.90.30.0100000000;11111.0618102262.056.3.3.90.30.0100000000;0;1090,05;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;212-11111.0618202262.057.3.3.90.30.0100000000;11111.0618202262.057.3.3.90.30.0100000000;0;10380,63;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;215-11111.0412204032.141.3.3.90.30.0100000000;11111.0412204032.141.3.3.90.30.0100000000;0;21147,6;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;235-11111.0618102262.056.3.3.90.30.1500000000;11111.0618102262.056.3.3.90.30.1500000000;1204062,83;100000;400000;0;0;0;100000;0;400000;0;0;0;204062,83
Analitico;0;0;241-11111.0618202262.057.3.3.90.30.1500000000;11111.0618202262.057.3.3.90.30.1500000000;567820,7;0;68661;0;0;0;42165,25;0;425173,75;0;0;0;31820,7
Analitico;0;0;247-11111.0412204032.141.3.3.90.30.1500000000;11111.0412204032.141.3.3.90.30.1500000000;110873,06;0;0;0;0;18720;0;0;0;0;5423,16;4335;72877,85
Analitico;0;0;276-11105.0412204032.141.3.3.90.30.0100000000;11105.0412204032.141.3.3.90.30.0100000000;0;10735,15;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;293-11101.0412204032.141.3.3.90.30.1500000000;11101.0412204032.141.3.3.90.30.1500000000;0;37690,5;0;-11485,5;0;0;0;0;0;0;0;0;0
Analitico;0;0;676-11111.0618102262.056.3.3.90.30.2500000000;11111.0618102262.056.3.3.90.30.2500000000;569750,7;0;0;0;0;0;0;313236;0;153075;0;40280;63159,7
Analitico;0;0;677-11111.0618202262.057.3.3.90.30.2500000000;11111.0618202262.057.3.3.90.30.2500000000;33600;0;0;0;0;0;0;0;0;0;0;0;32893,1
Analitico;0;0;826-11111.0618102262.056.3.3.90.30.0300000000;11111.0618102262.056.3.3.90.30.0300000000;0;20068,5;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;830-11111.0412204032.141.3.3.90.30.0300000000;11111.0412204032.141.3.3.90.30.0300000000;0;16910;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;835-11111.0618102262.056.3.3.90.30.2500000000;11111.0618102262.056.3.3.90.30.2500000000;0;320322,89;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;837-11111.0618202262.057.3.3.90.30.2500000000;11111.0618202262.057.3.3.90.30.2500000000;0;5478;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;73-11101.0412204032.141.3.3.90.33.1500000000;11101.0412204032.141.3.3.90.33.1500000000;239317,69;19943,14;219374,55;0;0;0;0;0;0;0;-90000;90000;-30101,16
Analitico;0;0;102-11102.0412204032.141.3.3.90.33.1500000000;11102.0412204032.141.3.3.90.33.1500000000;204039;0;19166,67;144064,53;0;0;0;0;0;0;40807,8;0;0
Analitico;0;0;127-11105.0412704032.011.3.3.90.33.1500000000;11105.0412704032.011.3.3.90.33.1500000000;25000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;137-11104.0412204032.141.3.3.90.33.1500000000;11104.0412204032.141.3.3.90.33.1500000000;68250;0;65000;0;0;0;0;0;0;0;0;0;-38681,23
Analitico;0;0;155-11109.0412204032.141.3.3.90.33.1500000000;11109.0412204032.141.3.3.90.33.1500000000;90000;0;0;0;51690,56;0;0;0;-36874,36;0;0;0;0
Analitico;0;0;158-11107.0412204032.141.3.3.90.33.1500000000;11107.0412204032.141.3.3.90.33.1500000000;0;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;169-11107.0412204032.141.3.3.90.33.1500000000;11107.0412204032.141.3.3.90.33.1500000000;80000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;232-11101.0412204032.141.3.3.90.33.1500000000;11101.0412204032.141.3.3.90.33.1500000000;0;131953,39;0;-117683,91;0;0;0;0;0;0;0;0;0
Analitico;0;0;256-11111.0412204032.141.3.3.90.33.1500000000;11111.0412204032.141.3.3.90.33.1500000000;0;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;844-11111.0412204032.141.3.3.90.33.1500000000;11111.0412204032.141.3.3.90.33.1500000000;0;305,97;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;854-11111.0412204032.141.3.3.90.33.0100000000;11111.0412204032.141.3.3.90.33.0100000000;0;12162,94;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;44-11103.0412204032.141.3.3.90.36.0100000000;11103.0412204032.141.3.3.90.36.0100000000;0;74442,32;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;56-11103.0412204032.141.3.3.90.36.1500000000;11103.0412204032.141.3.3.90.36.1500000000;0;20000,03;0;0;0;0;0;0;0;0;0;0;-,03
Analitico;0;0;68-11102.0412204032.141.3.3.90.36.1500000000;11102.0412204032.141.3.3.90.36.1500000000;0;5472,28;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;70-11101.0412204032.141.3.3.90.36.1500000000;11101.0412204032.141.3.3.90.36.1500000000;460000;30000;0;100000;0;0;0;0;0;0;0;-10000;0
Analitico;0;0;88-11101.0433402002.001.3.3.90.36.1500000000;11101.0433402002.001.3.3.90.36.1500000000;0;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;103-11102.0412204032.141.3.3.90.36.1500000000;11102.0412204032.141.3.3.90.36.1500000000;67681,55;0;37576,32;0;0;0;0;30258,22;-152,99;0;0;0;-31,48
Analitico;0;0;119-11103.0412204032.141.3.3.90.36.0100000000;11103.0412204032.141.3.3.90.36.0100000000;0;93052,9;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;129-11104.0412204032.141.3.3.90.36.1500000000;11104.0412204032.141.3.3.90.36.1500000000;0;15000;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;138-11104.0412204032.141.3.3.90.36.1500000000;11104.0412204032.141.3.3.90.36.1500000000;180000;0;180000;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;150-11103.0309204062.174.3.3.90.36.0100000000;11103.0309204062.174.3.3.90.36.0100000000;0;9305,29;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;225-11101.0412204032.141.3.3.90.36.1500000000;11101.0412204032.141.3.3.90.36.1500000000;0;104624,48;0;-940,28;0;0;0;0;0;0;0;0;0
Analitico;0;0;232-11111.0618102262.056.3.3.90.36.1500000000;11111.0618102262.056.3.3.90.36.1500000000;71200;0;0;0;0;0;0;0;0;0;71200;0;0
Analitico;0;0;663-11103.0412204032.141.3.3.90.36.1500000000;11103.0412204032.141.3.3.90.36.1500000000;37222;0;0;37221,16;0;0;0;0;0;0;0;0;0
Analitico;0;0;676-11103.0309204062.174.3.3.90.36.0100000000;11103.0309204062.174.3.3.90.36.0100000000;0;9305,29;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;793-11111.0618102262.056.3.3.90.36.0100000000;11111.0618102262.056.3.3.90.36.0100000000;0;10800;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;825-11111.0618102262.056.3.3.90.36.1500000000;11111.0618102262.056.3.3.90.36.1500000000;0;4800;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;828-11111.0618102262.056.3.3.90.36.0300000000;11111.0618102262.056.3.3.90.36.0300000000;0;1200;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;887-11111.0618102262.056.3.3.90.36.2500000000;11111.0618102262.056.3.3.90.36.2500000000;0;6000;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;144-11109.0412204032.141.3.3.90.37.1500000000;11109.0412204032.141.3.3.90.37.1500000000;0;21983,88;0;0;0;0;0;0;0;0;0;-1553,33;0
Analitico;0;0;156-11109.0412204032.141.3.3.90.37.1500000000;11109.0412204032.141.3.3.90.37.1500000000;254854,53;0;0;0;159358,29;0;0;0;54298,06;0;0;-20147,75;0
Analitico;0;0;158-11109.0412204032.141.3.3.90.37.0100000000;11109.0412204032.141.3.3.90.37.0100000000;0;,64;0;0;0;0;0;0;0;0;0;0;-,64
Analitico;0;0;193-11111.0412204032.141.3.3.90.37.1500000000;11111.0412204032.141.3.3.90.37.1500000000;0;57666,16;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;254-11111.0412204032.141.3.3.90.37.1500000000;11111.0412204032.141.3.3.90.37.1500000000;589420,4;37185,36;433049,68;0;0;33964,56;0;0;53220,8;0;0;0;32000
Analitico;0;0;816-11111.0412204032.141.3.3.90.37.0100000000;11111.0412204032.141.3.3.90.37.0100000000;0;4041,88;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;7-11101.0412204062.174.3.3.90.39.0100000000;11101.0412204062.174.3.3.90.39.0100000000;0;319111;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;32-11102.0412204062.174.3.3.90.39.0100000000;11102.0412204062.174.3.3.90.39.0100000000;0;3240;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;45-11103.0412204032.141.3.3.90.39.0100000000;11103.0412204032.141.3.3.90.39.0100000000;0;40604,49;0;0;0;0;0;0;0;0;0;0;-20906,88
Analitico;0;0;56-11104.0412204032.141.3.3.90.39.0100000000;11104.0412204032.141.3.3.90.39.0100000000;0;2274,75;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;69-11108.2413104042.154.3.3.90.39.0100000000;11108.2413104042.154.3.3.90.39.0100000000;0;234905,8;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;70-11109.0412204062.174.3.3.90.39.0100000000;11109.0412204062.174.3.3.90.39.0100000000;0;9300;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;71-11102.0412204032.141.3.3.90.39.1500000000;11102.0412204032.141.3.3.90.39.1500000000;0;45834,66;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;71-11101.0412204032.141.3.3.90.39.1500000000;11101.0412204032.141.3.3.90.39.1500000000;3385445,02;290172,52;1423943,62;35951,44;20400;180000;792108,04;0;0;8938,9;357780;0;-191179,46
Analitico;0;0;76-11105.0412204032.141.3.3.90.39.0100000000;11105.0412204032.141.3.3.90.39.0100000000;0;7423,75;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;79-11103.0412204032.141.3.3.90.39.1500000000;11103.0412204032.141.3.3.90.39.1500000000;0;362449,43;0;0;-28956,62;0;0;0;0;0;0;0;-36266
Analitico;0;0;80-11105.0412704032.011.3.3.90.39.0100000000;11105.0412704032.011.3.3.90.39.0100000000;0;5331,83;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;81-11101.0424202122.028.3.3.90.39.1500000000;11101.0424202122.028.3.3.90.39.1500000000;320000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;83-11103.0412204032.141.3.3.90.39.0100000000;11103.0412204032.141.3.3.90.39.0100000000;0;35399,93;0;0;0;0;0;0;0;0;0;0;-15798,14
Analitico;0;0;85-11101.0433302002.002.3.3.90.39.1500000000;11101.0433302002.002.3.3.90.39.1500000000;50000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;89-11101.0433402002.001.3.3.90.39.1500000000;11101.0433402002.001.3.3.90.39.1500000000;465412,8;0;0;0;0;0;465412,8;0;0;0;0;0;0
Analitico;0;0;91-11108.0412204032.141.3.3.90.39.0100000000;11108.0412204032.141.3.3.90.39.0100000000;0;35119,24;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;92-11101.0442202102.034.3.3.90.39.1500000000;11101.0442202102.034.3.3.90.39.1500000000;30000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;93-11108.2413104032.012.3.3.90.39.0100000000;11108.2413104032.012.3.3.90.39.0100000000;0;917805,54;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;94-11101.0442202292.032.3.3.90.39.1500000000;11101.0442202292.032.3.3.90.39.1500000000;30000;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;96-11101.1442202121.005.3.3.90.39.1500000000;11101.1442202121.005.3.3.90.39.1500000000;55220;0;0;0;0;0;0;0;0;0;0;0;0
Analitico;0;0;98-11102.0413104032.163.3.3.90.39.1500000000;11102.0413104032.163.3.3.90.39.1500000000;526809,42;0;43900,79;279190,91;0;0;0;14000;0;4400;3900;65864,05;0
