Código;Indicador;Tipo;Descrição;Saldo Anterior;D/C;Débito até mês;Crédito até mês;Saldo Atual;D/C;
123110702;P;A;IMPORTAÇÕES EM ANDAMENTO;26.820,00;D;0,00;0,00;26.820,00;D
123110800;NI;S;BENS MOVEIS EM ALMOXARIFADO;107.759,10;D;0,00;0,00;107.759,10;D
123110801;P;A;ESTOQUE INTERNO;9.999,50;D;0,00;0,00;9.999,50;D
123110803;P;A;BENS MÓVEIS A REPARAR;97.759,60;D;0,00;0,00;97.759,60;D
123119900;NI;S;DEMAIS BENS MOVEIS;125.184.025,06;D;19.665.525,59;738.042,71;144.111.507,94;D
123119908;P;A;BENS MOVEIS A CLASSIFICAR;1.237.256,21;D;430.933,33;0,00;1.668.189,54;D
123119999;P;A;OUTROS BENS MOVEIS;123.946.768,85;D;19.234.592,26;738.042,71;142.443.318,40;D
123200000;NI;S;BENS IMOVEIS;1.003.616.834,42;D;55.789.050,86;3.886.720,74;1.055.519.164,54;D
123210000;NI;S;BENS IMOVEIS-CONSOLIDAÇÃO;1.003.616.834,42;D;55.789.050,86;3.886.720,74;1.055.519.164,54;D
123210100;NI;S;BENS DE USO ESPECIAL;7.305.662,81;D;0,00;0,00;7.305.662,81;D
123210103;P;A;EDIFÍCIOS;5.805.203,54;D;0,00;0,00;5.805.203,54;D
123210104;P;A;TERRENOS/GLEBAS;1.500.459,27;D;0,00;0,00;1.500.459,27;D
123210400;NI;S;BENS DOMINICAIS;178.766,45;D;87.500,00;0,00;266.266,45;D
123210499;P;A;OUTROS BENS DOMINICAIS ;178.766,45;D;87.500,00;0,00;266.266,45;D
123210600;NI;S;BENS IMOVEIS EM ANDAMENTO;258.361.352,78;D;34.110.719,09;2.610.687,05;289.861.384,82;D
123210601;P;A;OBRAS EM ANDAMENTO;258.361.352,78;D;34.110.719,09;2.610.687,05;289.861.384,82;D
123210700;P;A;INSTALAÇÕES;491.284.635,02;D;7.805.744,54;320.223,69;498.770.155,87;D
123219900;NI;S;DEMAIS BENS IMOVEIS;246.486.417,36;D;13.785.087,23;955.810,00;259.315.694,59;D
123219999;P;A;OUTROS BENS IMOVEIS;246.486.417,36;D;13.785.087,23;955.810,00;259.315.694,59;D
123800000;NI;S;(-) DEPRECIAÇÃO, EXAUSTAO E AMORTIZAÇÃO ACUMULADAS;339.595.462,57;C;0,00;59.017.062,34;398.612.524,91;C
123810000;NI;S;(-) DEPRECIAÇÃO, EXAUSTAO E AMORTIZAÇÃO ACUMULADAS -CONSOLIDAÇÃO;339.595.462,57;C;0,00;59.017.062,34;398.612.524,91;C
123810100;NI;S;(-) DEPRECIAÇÃO ACUMULADA ¿ BENS MÓVEIS;184.808.937,65;C;0,00;35.140.875,72;219.949.813,37;C
123810199;P;A;(-) DEPRECIAÇÃO ACUMULADA DE DEMAIS BENS MÓVEIS;184.808.937,65;C;0,00;35.140.875,72;219.949.813,37;C
123810200;NI;S;(-) DEPRECIAÇÃO ACUMULADA ¿ BENS IMÓVEIS;154.786.524,92;C;0,00;23.876.186,62;178.662.711,54;C
123810299;P;A;(-) DEPRECIAÇÃO ACUMULADA DE DEMAIS BENS IMÓVEIS;154.786.524,92;C;0,00;23.876.186,62;178.662.711,54;C
200000000;NI;S;PASSIVO E PATRIMÔNIO LIQUIDO;11.274.894.650,35;C;50.120.500.008,16;50.552.081.797,62;11.706.476.439,81;C
210000000;NI;S;PASSIVO CIRCULANTE;931.251.457,44;C;7.466.102.438,80;7.485.388.887,45;950.537.906,09;C
211000000;NI;S;OBRIGAÇÕES TRABALHISTAS, PREVIDENCIARIAS E ASSISTENCIAIS A PAGAR A CURTO PRAZO;188.243.863,41;C;2.873.858.500,89;3.013.669.462,96;328.054.825,48;C
211100000;NI;S;PESSOAL A PAGAR;109.536.616,72;C;2.098.745.427,40;2.214.661.018,25;225.452.207,57;C
211110000;NI;S;PESSOAL A PAGAR - CONSOLIDAÇÃO;109.536.616,72;C;2.098.745.427,40;2.214.661.018,25;225.452.207,57;C
211110100;NI;S;PESSOAL A PAGAR DO EXERCICIO;109.536.616,72;C;2.098.745.427,40;2.214.661.018,25;225.452.207,57;C
211110101;F;A;SALÁRIOS, REMUNERAÇÕES E BENEFÍCIOS;81.779.450,18;C;1.898.154.396,83;1.898.100.435,74;81.725.489,09;C
211110102;P;A;DECIMO TERCEIRO SALÁRIO;0,00;D;0,00;107.566.415,12;107.566.415,12;C
211110103;P;A;FÉRIAS;27.759.919,88;C;34.459.589,46;32.665.993,61;25.966.324,03;C
211110112;F;A;DECIMO TERCEIRO SALÁRIO (F);0,00;D;130.808.289,56;130.938.253,85;129.964,29;C
211110113;F;A;FÉRIAS (F);0,00;D;33.238.995,36;43.253.639,85;10.014.644,49;C
211110198;F;A;DEMAIS PESSOAL A PAGAR (F);2.753,34;D;2.084.156,19;2.136.280,08;49.370,55;C
211200000;NI;S;BENEFICIOS PREVIDENCIÁRIOS A PAGAR;0,00;D;487.334.189,93;487.334.189,93;0,00;D
